Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
814;2025/10/23 17:34:37 95;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
815;2025/10/23 17:34:37 109;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
816;2025/10/23 17:34:37 123;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
817;2025/10/23 17:34:37 138;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
818;2025/10/23 17:34:37 150;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
819;2025/10/23 17:34:37 164;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
820;2025/10/23 17:34:37 178;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
821;2025/10/23 17:34:37 193;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
822;2025/10/23 17:34:37 206;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
823;2025/10/23 17:34:37 220;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
824;2025/10/23 17:34:37 235;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
825;2025/10/23 17:34:37 248;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
826;2025/10/23 17:34:37 263;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
827;2025/10/23 17:34:37 276;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
828;2025/10/23 17:34:37 289;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
829;2025/10/23 17:34:37 304;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
830;2025/10/23 17:34:37 317;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
831;2025/10/23 17:34:37 331;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
832;2025/10/23 17:34:37 346;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
833;2025/10/23 17:34:37 360;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
834;2025/10/23 17:34:37 373;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
835;2025/10/23 17:34:37 387;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
836;2025/10/23 17:34:37 403;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
837;2025/10/23 17:34:37 416;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
838;2025/10/23 17:34:37 430;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
839;2025/10/23 17:34:37 443;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
840;2025/10/23 17:34:37 457;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
841;2025/10/23 17:34:37 473;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
842;2025/10/23 17:34:37 484;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
843;2025/10/23 17:34:37 498;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
844;2025/10/23 17:34:37 512;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
845;2025/10/23 17:34:37 527;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
846;2025/10/23 17:34:37 541;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
847;2025/10/23 17:34:37 552;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
848;2025/10/23 17:34:37 587;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
849;2025/10/23 17:34:37 627;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
850;2025/10/23 17:34:37 650;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
851;2025/10/23 17:34:37 664;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
852;2025/10/23 17:34:37 677;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
853;2025/10/23 17:34:37 691;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
854;2025/10/23 17:34:37 706;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
855;2025/10/23 17:34:37 718;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
856;2025/10/23 17:34:37 732;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
857;2025/10/23 17:34:37 747;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
858;2025/10/23 17:34:37 761;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
859;2025/10/23 17:34:37 775;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
860;2025/10/23 17:34:37 788;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
861;2025/10/23 17:34:37 802;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
862;2025/10/23 17:34:37 816;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
863;2025/10/23 17:34:37 829;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
864;2025/10/23 17:34:37 843;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
865;2025/10/23 17:34:37 857;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
866;2025/10/23 17:34:37 871;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
867;2025/10/23 17:34:37 885;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
868;2025/10/23 17:34:37 899;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
869;2025/10/23 17:34:37 913;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
870;2025/10/23 17:34:37 927;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
871;2025/10/23 17:34:37 938;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
872;2025/10/23 17:34:37 954;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
873;2025/10/23 17:34:37 967;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
874;2025/10/23 17:34:37 982;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
875;2025/10/23 17:34:37 996;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
876;2025/10/23 17:34:38 7;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
877;2025/10/23 17:34:38 23;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
878;2025/10/23 17:34:38 37;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
879;2025/10/23 17:34:38 51;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
880;2025/10/23 17:34:38 63;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
881;2025/10/23 17:34:38 77;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
882;2025/10/23 17:34:38 93;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
883;2025/10/23 17:34:38 107;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
884;2025/10/23 17:34:38 118;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
885;2025/10/23 17:34:38 133;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
886;2025/10/23 17:34:38 145;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
887;2025/10/23 17:34:38 161;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
888;2025/10/23 17:34:38 174;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
889;2025/10/23 17:34:38 188;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
890;2025/10/23 17:34:38 201;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
891;2025/10/23 17:34:38 217;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
892;2025/10/23 17:34:38 227;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
893;2025/10/23 17:34:38 243;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
894;2025/10/23 17:34:38 257;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
895;2025/10/23 17:34:38 272;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
896;2025/10/23 17:34:38 284;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
897;2025/10/23 17:34:38 298;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
898;2025/10/23 17:34:38 312;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
899;2025/10/23 17:34:38 326;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
900;2025/10/23 17:34:38 340;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
901;2025/10/23 17:34:38 355;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
902;2025/10/23 17:34:38 368;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
903;2025/10/23 17:34:38 383;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
904;2025/10/23 17:34:38 397;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
905;2025/10/23 17:34:38 410;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
906;2025/10/23 17:34:38 425;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
